"","date","county","state","fips","cases","deaths"
"141003","2020-05-13","Reeves","Texas",48389,1,0
"141004","2020-05-13","Refugio","Texas",48391,3,0
"141005","2020-05-13","Roberts","Texas",48393,2,0
"141006","2020-05-13","Robertson","Texas",48395,6,0
"141007","2020-05-13","Rockwall","Texas",48397,116,4
"141008","2020-05-13","Runnels","Texas",48399,2,0
"141009","2020-05-13","Rusk","Texas",48401,40,1
"141010","2020-05-13","Sabine","Texas",48403,3,0
"141011","2020-05-13","San Augustine","Texas",48405,22,1
"141012","2020-05-13","San Jacinto","Texas",48407,11,0
"141013","2020-05-13","San Patricio","Texas",48409,22,0
"141014","2020-05-13","Scurry","Texas",48415,2,0
"141015","2020-05-13","Shackelford","Texas",48417,1,0
"141016","2020-05-13","Shelby","Texas",48419,163,5
"141017","2020-05-13","Sherman","Texas",48421,23,0
"141018","2020-05-13","Smith","Texas",48423,186,4
"141019","2020-05-13","Starr","Texas",48427,14,0
"141020","2020-05-13","Stephens","Texas",48429,2,0
"141021","2020-05-13","Swisher","Texas",48437,13,0
"141022","2020-05-13","Tarrant","Texas",48439,4076,114
"141023","2020-05-13","Taylor","Texas",48441,390,6
"141024","2020-05-13","Terry","Texas",48445,12,0
"141025","2020-05-13","Titus","Texas",48449,59,0
"141026","2020-05-13","Tom Green","Texas",48451,59,1
"141027","2020-05-13","Travis","Texas",48453,2288,72
"141028","2020-05-13","Trinity","Texas",48455,11,0
"141029","2020-05-13","Tyler","Texas",48457,8,0
"141030","2020-05-13","Upshur","Texas",48459,17,0
"141031","2020-05-13","Uvalde","Texas",48463,6,0
"141032","2020-05-13","Val Verde","Texas",48465,13,0
"141033","2020-05-13","Van Zandt","Texas",48467,22,1
"141034","2020-05-13","Victoria","Texas",48469,150,6
"141035","2020-05-13","Walker","Texas",48471,393,2
"141036","2020-05-13","Waller","Texas",48473,38,0
"141037","2020-05-13","Washington","Texas",48477,175,22
"141038","2020-05-13","Webb","Texas",48479,445,17
"141039","2020-05-13","Wharton","Texas",48481,42,0
"141040","2020-05-13","Wheeler","Texas",48483,14,0
"141041","2020-05-13","Wichita","Texas",48485,77,2
"141042","2020-05-13","Wilbarger","Texas",48487,2,0
"141043","2020-05-13","Willacy","Texas",48489,14,1
"141044","2020-05-13","Williamson","Texas",48491,424,16
"141045","2020-05-13","Wilson","Texas",48493,36,4
"141046","2020-05-13","Winkler","Texas",48495,3,0
"141047","2020-05-13","Wise","Texas",48497,35,2
"141048","2020-05-13","Wood","Texas",48499,15,0
"141049","2020-05-13","Yoakum","Texas",48501,2,0
"141050","2020-05-13","Young","Texas",48503,4,1
"141051","2020-05-13","Zapata","Texas",48505,7,0
"141052","2020-05-13","Zavala","Texas",48507,9,0
"143752","2020-05-14","Anderson","Texas",48001,51,0
"143753","2020-05-14","Andrews","Texas",48003,22,0
"143754","2020-05-14","Angelina","Texas",48005,119,1
"143755","2020-05-14","Aransas","Texas",48007,3,0
"143756","2020-05-14","Armstrong","Texas",48011,2,0
"143757","2020-05-14","Atascosa","Texas",48013,27,1
"143758","2020-05-14","Austin","Texas",48015,16,0
"143759","2020-05-14","Bailey","Texas",48017,3,0
"143760","2020-05-14","Bandera","Texas",48019,6,0
"143761","2020-05-14","Bastrop","Texas",48021,125,2
"143762","2020-05-14","Bee","Texas",48025,6,0
"143763","2020-05-14","Bell","Texas",48027,237,3
"143764","2020-05-14","Bexar","Texas",48029,2041,59
"143765","2020-05-14","Blanco","Texas",48031,6,0
"143766","2020-05-14","Bosque","Texas",48035,6,0
"143767","2020-05-14","Bowie","Texas",48037,120,11
"143768","2020-05-14","Brazoria","Texas",48039,712,9
"143769","2020-05-14","Brazos","Texas",48041,305,18
"143770","2020-05-14","Brewster","Texas",48043,1,0
"143771","2020-05-14","Briscoe","Texas",48045,1,0
"143772","2020-05-14","Brooks","Texas",48047,1,0
"143773","2020-05-14","Brown","Texas",48049,51,7
"143774","2020-05-14","Burleson","Texas",48051,17,0
"143775","2020-05-14","Burnet","Texas",48053,28,0
"143776","2020-05-14","Caldwell","Texas",48055,33,0
"143777","2020-05-14","Calhoun","Texas",48057,36,3
"143778","2020-05-14","Callahan","Texas",48059,8,1
"143779","2020-05-14","Cameron","Texas",48061,582,26
"143780","2020-05-14","Camp","Texas",48063,13,0
"143781","2020-05-14","Carson","Texas",48065,3,0
"143782","2020-05-14","Cass","Texas",48067,20,0
"143783","2020-05-14","Castro","Texas",48069,25,1
"143784","2020-05-14","Chambers","Texas",48071,52,0
"143785","2020-05-14","Cherokee","Texas",48073,27,1
"143786","2020-05-14","Childress","Texas",48075,2,0
"143787","2020-05-14","Clay","Texas",48077,3,0
"143788","2020-05-14","Cochran","Texas",48079,1,0
"143789","2020-05-14","Coke","Texas",48081,1,0
"143790","2020-05-14","Coleman","Texas",48083,2,0
"143791","2020-05-14","Collin","Texas",48085,995,30
"143792","2020-05-14","Collingsworth","Texas",48087,4,0
"143793","2020-05-14","Colorado","Texas",48089,18,0
"143794","2020-05-14","Comal","Texas",48091,68,6
"143795","2020-05-14","Comanche","Texas",48093,3,1
"143796","2020-05-14","Concho","Texas",48095,1,0
"143797","2020-05-14","Cooke","Texas",48097,13,0
"143798","2020-05-14","Coryell","Texas",48099,220,2
"143799","2020-05-14","Cottle","Texas",48101,4,1
"143800","2020-05-14","Crane","Texas",48103,2,0
"143801","2020-05-14","Crosby","Texas",48107,2,1
"143802","2020-05-14","Dallam","Texas",48111,19,0
"143803","2020-05-14","Dallas","Texas",48113,6837,159
"143804","2020-05-14","Dawson","Texas",48115,32,1
"143805","2020-05-14","DeWitt","Texas",48123,17,1
"143806","2020-05-14","Deaf Smith","Texas",48117,93,2
"143807","2020-05-14","Delta","Texas",48119,1,0
"143808","2020-05-14","Denton","Texas",48121,1016,28
"143809","2020-05-14","Dickens","Texas",48125,1,0
"143810","2020-05-14","Dimmit","Texas",48127,1,0
"143811","2020-05-14","Donley","Texas",48129,26,0
"143812","2020-05-14","Duval","Texas",48131,5,0
"143813","2020-05-14","Eastland","Texas",48133,4,0
"143814","2020-05-14","Ector","Texas",48135,106,4
"143815","2020-05-14","El Paso","Texas",48141,1607,43
"143816","2020-05-14","Ellis","Texas",48139,236,11
"143817","2020-05-14","Erath","Texas",48143,15,1
"143818","2020-05-14","Falls","Texas",48145,6,0
"143819","2020-05-14","Fannin","Texas",48147,24,1
"143820","2020-05-14","Fayette","Texas",48149,28,2
"143821","2020-05-14","Floyd","Texas",48153,4,0
"143822","2020-05-14","Fort Bend","Texas",48157,1471,40
"143823","2020-05-14","Franklin","Texas",48159,4,0
"143824","2020-05-14","Freestone","Texas",48161,8,0
"143825","2020-05-14","Frio","Texas",48163,34,0
"143826","2020-05-14","Gaines","Texas",48165,4,0
"143827","2020-05-14","Galveston","Texas",48167,693,30
"143828","2020-05-14","Garza","Texas",48169,4,0
"143829","2020-05-14","Gillespie","Texas",48171,4,0
"143830","2020-05-14","Glasscock","Texas",48173,1,0
"143831","2020-05-14","Goliad","Texas",48175,7,0
"143832","2020-05-14","Gonzales","Texas",48177,70,2
"143833","2020-05-14","Gray","Texas",48179,77,0
"143834","2020-05-14","Grayson","Texas",48181,122,0
"143835","2020-05-14","Gregg","Texas",48183,138,0
"143836","2020-05-14","Grimes","Texas",48185,56,1
"143837","2020-05-14","Guadalupe","Texas",48187,101,0
"143838","2020-05-14","Hale","Texas",48189,41,4
"143839","2020-05-14","Hamilton","Texas",48193,7,0
"143840","2020-05-14","Hansford","Texas",48195,15,2
"143841","2020-05-14","Hardin","Texas",48199,116,4
"143842","2020-05-14","Harris","Texas",48201,8817,193
"143843","2020-05-14","Harrison","Texas",48203,195,9
"143844","2020-05-14","Hartley","Texas",48205,9,2
"143845","2020-05-14","Hays","Texas",48209,219,3
"143846","2020-05-14","Hemphill","Texas",48211,1,0
"143847","2020-05-14","Henderson","Texas",48213,47,0
"143848","2020-05-14","Hidalgo","Texas",48215,417,10
"143849","2020-05-14","Hill","Texas",48217,22,1
"143850","2020-05-14","Hockley","Texas",48219,22,1
"143851","2020-05-14","Hood","Texas",48221,22,3
"143852","2020-05-14","Hopkins","Texas",48223,8,0
"143853","2020-05-14","Houston","Texas",48225,71,0
"143854","2020-05-14","Howard","Texas",48227,6,1
"143855","2020-05-14","Hunt","Texas",48231,58,3
"143856","2020-05-14","Hutchinson","Texas",48233,25,0
"143857","2020-05-14","Jack","Texas",48237,4,0
"143858","2020-05-14","Jackson","Texas",48239,15,1
"143859","2020-05-14","Jasper","Texas",48241,33,2
"143860","2020-05-14","Jefferson","Texas",48245,418,26
"143861","2020-05-14","Jim Hogg","Texas",48247,3,0
"143862","2020-05-14","Jim Wells","Texas",48249,7,0
"143863","2020-05-14","Johnson","Texas",48251,124,4
"143864","2020-05-14","Jones","Texas",48253,110,0
"143865","2020-05-14","Karnes","Texas",48255,4,0
"143866","2020-05-14","Kaufman","Texas",48257,137,1
"143867","2020-05-14","Kendall","Texas",48259,20,0
"143868","2020-05-14","Kerr","Texas",48265,10,0
"143869","2020-05-14","Kimble","Texas",48267,1,0
"143870","2020-05-14","Kleberg","Texas",48273,11,1
"143871","2020-05-14","Knox","Texas",48275,1,0
"143872","2020-05-14","La Salle","Texas",48283,4,0
"143873","2020-05-14","Lamar","Texas",48277,105,4
"143874","2020-05-14","Lamb","Texas",48279,10,0
"143875","2020-05-14","Lampasas","Texas",48281,8,0
"143876","2020-05-14","Lavaca","Texas",48285,7,1
"143877","2020-05-14","Lee","Texas",48287,6,0
"143878","2020-05-14","Leon","Texas",48289,9,0
"143879","2020-05-14","Liberty","Texas",48291,72,2
"143880","2020-05-14","Limestone","Texas",48293,15,1
"143881","2020-05-14","Lipscomb","Texas",48295,2,0
"143882","2020-05-14","Live Oak","Texas",48297,5,0
"143883","2020-05-14","Llano","Texas",48299,3,0
"143884","2020-05-14","Lubbock","Texas",48303,614,50
"143885","2020-05-14","Lynn","Texas",48305,5,1
"143886","2020-05-14","Madison","Texas",48313,4,0
"143887","2020-05-14","Marion","Texas",48315,16,0
"143888","2020-05-14","Martin","Texas",48317,3,1
"143889","2020-05-14","Mason","Texas",48319,28,0
"143890","2020-05-14","Matagorda","Texas",48321,65,5
"143891","2020-05-14","Maverick","Texas",48323,52,0
"143892","2020-05-14","McCulloch","Texas",48307,3,0
"143893","2020-05-14","McLennan","Texas",48309,96,4
"143894","2020-05-14","Medina","Texas",48325,47,2
"143895","2020-05-14","Midland","Texas",48329,116,12
"143896","2020-05-14","Milam","Texas",48331,22,1
"143897","2020-05-14","Mitchell","Texas",48335,1,0
"143898","2020-05-14","Montague","Texas",48337,9,1
"143899","2020-05-14","Montgomery","Texas",48339,773,18
"143900","2020-05-14","Moore","Texas",48341,534,9
"143901","2020-05-14","Morris","Texas",48343,10,0
"143902","2020-05-14","Motley","Texas",48345,1,0
"143903","2020-05-14","Nacogdoches","Texas",48347,227,9
"143904","2020-05-14","Navarro","Texas",48349,37,2
"143905","2020-05-14","Newton","Texas",48351,4,0
"143906","2020-05-14","Nolan","Texas",48353,2,0
"143907","2020-05-14","Nueces","Texas",48355,209,3
"143908","2020-05-14","Ochiltree","Texas",48357,40,2
"143909","2020-05-14","Oldham","Texas",48359,3,1
"143910","2020-05-14","Orange","Texas",48361,85,2
"143911","2020-05-14","Palo Pinto","Texas",48363,9,2
"143912","2020-05-14","Panola","Texas",48365,155,8
"143913","2020-05-14","Parker","Texas",48367,56,0
"143914","2020-05-14","Parmer","Texas",48369,23,0
"143915","2020-05-14","Pecos","Texas",48371,20,0
"143916","2020-05-14","Polk","Texas",48373,46,0
"143917","2020-05-14","Potter","Texas",48375,1462,23
"143918","2020-05-14","Rains","Texas",48379,2,0
"143919","2020-05-14","Randall","Texas",48381,477,4
"143920","2020-05-14","Red River","Texas",48387,33,0
"143921","2020-05-14","Reeves","Texas",48389,1,0
"143922","2020-05-14","Refugio","Texas",48391,3,0
"143923","2020-05-14","Roberts","Texas",48393,2,0
"143924","2020-05-14","Robertson","Texas",48395,6,0
"143925","2020-05-14","Rockwall","Texas",48397,123,4
"143926","2020-05-14","Runnels","Texas",48399,2,0
"143927","2020-05-14","Rusk","Texas",48401,40,1
"143928","2020-05-14","Sabine","Texas",48403,3,0
"143929","2020-05-14","San Augustine","Texas",48405,22,1
"143930","2020-05-14","San Jacinto","Texas",48407,12,0
"143931","2020-05-14","San Patricio","Texas",48409,23,0
"143932","2020-05-14","Scurry","Texas",48415,2,0
"143933","2020-05-14","Shackelford","Texas",48417,1,0
"143934","2020-05-14","Shelby","Texas",48419,167,5
"143935","2020-05-14","Sherman","Texas",48421,23,0
"143936","2020-05-14","Smith","Texas",48423,189,4
"143937","2020-05-14","Starr","Texas",48427,14,0
"143938","2020-05-14","Stephens","Texas",48429,2,0
"143939","2020-05-14","Swisher","Texas",48437,13,0
"143940","2020-05-14","Tarrant","Texas",48439,4211,117
"143941","2020-05-14","Taylor","Texas",48441,391,6
"143942","2020-05-14","Terry","Texas",48445,12,0
"143943","2020-05-14","Titus","Texas",48449,74,0
"143944","2020-05-14","Tom Green","Texas",48451,59,1
"143945","2020-05-14","Travis","Texas",48453,2345,74
"143946","2020-05-14","Trinity","Texas",48455,11,0
"143947","2020-05-14","Tyler","Texas",48457,8,0
"143948","2020-05-14","Upshur","Texas",48459,17,0
"143949","2020-05-14","Uvalde","Texas",48463,6,0
"143950","2020-05-14","Val Verde","Texas",48465,13,0
"143951","2020-05-14","Van Zandt","Texas",48467,22,1
"143952","2020-05-14","Victoria","Texas",48469,154,6
"143953","2020-05-14","Walker","Texas",48471,363,19
"143954","2020-05-14","Waller","Texas",48473,38,0
"143955","2020-05-14","Washington","Texas",48477,175,22
"143956","2020-05-14","Webb","Texas",48479,451,17
"143957","2020-05-14","Wharton","Texas",48481,42,0
"143958","2020-05-14","Wheeler","Texas",48483,14,0
"143959","2020-05-14","Wichita","Texas",48485,78,2
"143960","2020-05-14","Wilbarger","Texas",48487,2,0
"143961","2020-05-14","Willacy","Texas",48489,14,1
"143962","2020-05-14","Williamson","Texas",48491,442,19
"143963","2020-05-14","Wilson","Texas",48493,36,4
"143964","2020-05-14","Winkler","Texas",48495,3,0
"143965","2020-05-14","Wise","Texas",48497,36,2
"143966","2020-05-14","Wood","Texas",48499,15,0
"143967","2020-05-14","Yoakum","Texas",48501,2,0
"143968","2020-05-14","Young","Texas",48503,4,1
"143969","2020-05-14","Zapata","Texas",48505,7,0
"143970","2020-05-14","Zavala","Texas",48507,9,0
"146674","2020-05-15","Anderson","Texas",48001,52,0
"146675","2020-05-15","Andrews","Texas",48003,22,0
"146676","2020-05-15","Angelina","Texas",48005,131,1
"146677","2020-05-15","Aransas","Texas",48007,3,0
"146678","2020-05-15","Archer","Texas",48009,1,0
"146679","2020-05-15","Armstrong","Texas",48011,2,0
"146680","2020-05-15","Atascosa","Texas",48013,30,1
"146681","2020-05-15","Austin","Texas",48015,17,0
"146682","2020-05-15","Bailey","Texas",48017,3,0
"146683","2020-05-15","Bandera","Texas",48019,6,0
"146684","2020-05-15","Bastrop","Texas",48021,128,2
"146685","2020-05-15","Bee","Texas",48025,6,0
"146686","2020-05-15","Bell","Texas",48027,242,3
"146687","2020-05-15","Bexar","Texas",48029,2120,62
"146688","2020-05-15","Blanco","Texas",48031,6,0
"146689","2020-05-15","Bosque","Texas",48035,6,0
"146690","2020-05-15","Bowie","Texas",48037,122,11
"146691","2020-05-15","Brazoria","Texas",48039,721,9
"146692","2020-05-15","Brazos","Texas",48041,312,18
"146693","2020-05-15","Brewster","Texas",48043,1,0
"146694","2020-05-15","Briscoe","Texas",48045,1,0
"146695","2020-05-15","Brooks","Texas",48047,1,0
"146696","2020-05-15","Brown","Texas",48049,51,7
"146697","2020-05-15","Burleson","Texas",48051,17,0
"146698","2020-05-15","Burnet","Texas",48053,28,0
"146699","2020-05-15","Caldwell","Texas",48055,35,0
"146700","2020-05-15","Calhoun","Texas",48057,36,3
"146701","2020-05-15","Callahan","Texas",48059,8,1
"146702","2020-05-15","Cameron","Texas",48061,582,26
"146703","2020-05-15","Camp","Texas",48063,16,0
"146704","2020-05-15","Carson","Texas",48065,3,0
"146705","2020-05-15","Cass","Texas",48067,20,0
"146706","2020-05-15","Castro","Texas",48069,27,1
"146707","2020-05-15","Chambers","Texas",48071,52,0
"146708","2020-05-15","Cherokee","Texas",48073,31,1
"146709","2020-05-15","Childress","Texas",48075,2,0
"146710","2020-05-15","Clay","Texas",48077,3,0
"146711","2020-05-15","Cochran","Texas",48079,1,0
"146712","2020-05-15","Coke","Texas",48081,1,0
"146713","2020-05-15","Coleman","Texas",48083,2,0
"146714","2020-05-15","Collin","Texas",48085,1010,31
"146715","2020-05-15","Collingsworth","Texas",48087,4,0
"146716","2020-05-15","Colorado","Texas",48089,18,0
"146717","2020-05-15","Comal","Texas",48091,70,6
"146718","2020-05-15","Comanche","Texas",48093,3,1
"146719","2020-05-15","Concho","Texas",48095,1,0
"146720","2020-05-15","Cooke","Texas",48097,13,0
"146721","2020-05-15","Coryell","Texas",48099,221,2
"146722","2020-05-15","Cottle","Texas",48101,4,1
"146723","2020-05-15","Crane","Texas",48103,2,0
"146724","2020-05-15","Crosby","Texas",48107,2,1
"146725","2020-05-15","Dallam","Texas",48111,21,0
"146726","2020-05-15","Dallas","Texas",48113,7036,164
"146727","2020-05-15","Dawson","Texas",48115,36,1
"146728","2020-05-15","DeWitt","Texas",48123,17,1
"146729","2020-05-15","Deaf Smith","Texas",48117,119,2
"146730","2020-05-15","Delta","Texas",48119,1,0
"146731","2020-05-15","Denton","Texas",48121,1040,28
"146732","2020-05-15","Dickens","Texas",48125,1,0
"146733","2020-05-15","Dimmit","Texas",48127,1,0
"146734","2020-05-15","Donley","Texas",48129,26,0
"146735","2020-05-15","Duval","Texas",48131,5,0
"146736","2020-05-15","Eastland","Texas",48133,4,0
"146737","2020-05-15","Ector","Texas",48135,112,4
"146738","2020-05-15","El Paso","Texas",48141,1655,45
"146739","2020-05-15","Ellis","Texas",48139,241,11
"146740","2020-05-15","Erath","Texas",48143,15,1
"146741","2020-05-15","Falls","Texas",48145,6,0
"146742","2020-05-15","Fannin","Texas",48147,24,1
"146743","2020-05-15","Fayette","Texas",48149,26,2
"146744","2020-05-15","Fisher","Texas",48151,1,0
"146745","2020-05-15","Floyd","Texas",48153,4,0
"146746","2020-05-15","Fort Bend","Texas",48157,1510,40
"146747","2020-05-15","Franklin","Texas",48159,4,0
"146748","2020-05-15","Freestone","Texas",48161,7,0
"146749","2020-05-15","Frio","Texas",48163,34,0
"146750","2020-05-15","Gaines","Texas",48165,5,0
"146751","2020-05-15","Galveston","Texas",48167,696,30
"146752","2020-05-15","Garza","Texas",48169,4,0
"146753","2020-05-15","Gillespie","Texas",48171,4,0
"146754","2020-05-15","Glasscock","Texas",48173,1,0
"146755","2020-05-15","Goliad","Texas",48175,7,0
"146756","2020-05-15","Gonzales","Texas",48177,73,2
"146757","2020-05-15","Gray","Texas",48179,88,0
"146758","2020-05-15","Grayson","Texas",48181,129,0
"146759","2020-05-15","Gregg","Texas",48183,142,0
"146760","2020-05-15","Grimes","Texas",48185,63,1
"146761","2020-05-15","Guadalupe","Texas",48187,106,0
"146762","2020-05-15","Hale","Texas",48189,42,4
"146763","2020-05-15","Hamilton","Texas",48193,7,0
"146764","2020-05-15","Hansford","Texas",48195,15,2
"146765","2020-05-15","Hardin","Texas",48199,116,4
"146766","2020-05-15","Harris","Texas",48201,9050,193
"146767","2020-05-15","Harrison","Texas",48203,200,19
"146768","2020-05-15","Hartley","Texas",48205,9,2
"146769","2020-05-15","Haskell","Texas",48207,1,0
"146770","2020-05-15","Hays","Texas",48209,221,3
"146771","2020-05-15","Hemphill","Texas",48211,1,0
"146772","2020-05-15","Henderson","Texas",48213,48,0
"146773","2020-05-15","Hidalgo","Texas",48215,425,10
"146774","2020-05-15","Hill","Texas",48217,22,1
"146775","2020-05-15","Hockley","Texas",48219,23,1
"146776","2020-05-15","Hood","Texas",48221,22,3
